Carrier,Manufacture,Model,Release_Date,Bulletin_Level,difference,Android_Level_Guessed,build
TMobile,LG,G Stylo,2016-09-12 00:00:00,2016-09-01 00:00:00,11.0,True,android version 6.0software version h63120g
TMobile,LG,G Stylo,2016-11-09 00:00:00,2016-11-01 00:00:00,8.0,True,android version 6.0software version h63120i
TMobile,LG,G Stylo,2017-01-11 00:00:00,2017-01-01 00:00:00,10.0,True,android version 6.0software version h63120j
TMobile,LG,G Stylo,2017-02-24 00:00:00,2017-02-01 00:00:00,23.0,True,android 6.0software version h63120k
TMobile,LG,G Stylo,2017-05-24 00:00:00,2017-05-01 00:00:00,23.0,True,android 6.0software version h63120o
TMobile,LG,G3,2015-10-05 00:00:00,2015-10-01 00:00:00,4.0,True,android version 5.0.1software version: d85120g
TMobile,LG,G3,2016-05-02 00:00:00,2016-05-01 00:00:00,1.0,True,android version 6.0software version: d85130d
TMobile,LG,G3,2016-08-08 00:00:00,2016-08-01 00:00:00,7.0,True,android 6.0.1software version: d85130e
TMobile,LG,G3,2017-07-05 00:00:00,2017-07-01 00:00:00,4.0,True,android 6.0.1software version d85130g
TMobile,LG,G5,2016-07-27 00:00:00,2016-07-01 00:00:00,26.0,True,android version 6.0.1software version h83010d
TMobile,LG,G5,2016-09-19 00:00:00,2016-09-01 00:00:00,18.0,True,android version 6.0.1software version h83010i
TMobile,LG,G5,2016-10-31 00:00:00,2016-10-01 00:00:00,30.0,True,android version 6.0.1software version h83010j
TMobile,LG,G5,2016-11-30 00:00:00,2016-11-01 00:00:00,29.0,True,android 7.0software version h83020a
TMobile,LG,G5,2017-01-17 00:00:00,2017-01-01 00:00:00,16.0,True,android 7.0software version h83020c
TMobile,LG,G5,2017-03-27 00:00:00,2017-03-01 00:00:00,26.0,True,android 7.0software version h83020f
TMobile,LG,G5,2017-05-22 00:00:00,2017-05-01 00:00:00,21.0,True,android 7.0software version hh83020i
TMobile,LG,G5,2017-08-07 00:00:00,2017-08-01 00:00:00,6.0,True,android 7.0software version h83020k
TMobile,LG,G5,2017-10-03 00:00:00,2017-10-01 00:00:00,2.0,True,android 7.0software version h83020l
TMobile,LG,G5,2017-12-21 00:00:00,2017-12-01 00:00:00,20.0,True,android 7.0software version h83020n
TMobile,LG,G5,2018-02-21 00:00:00,2018-02-01 00:00:00,20.0,True,android 7.0software version h83020o
TMobile,LG,G5,2018-09-25 00:00:00,2018-09-01 00:00:00,24.0,True,android 8.0.0software version h83030c
TMobile,LG,G6,2017-04-07 00:00:00,2017-04-01 00:00:00,6.0,True,android 7.0software version h87210e
TMobile,LG,G6,2017-05-15 00:00:00,2017-05-01 00:00:00,14.0,True,android 7.0software version h87210h
TMobile,LG,G6,2017-07-24 00:00:00,2017-07-01 00:00:00,23.0,True,android version 7.0software version h87210o
TMobile,LG,G6,2017-09-06 00:00:00,2017-09-01 00:00:00,5.0,True,android version 7.0software version h87210p
TMobile,LG,G6,2017-10-21 00:00:00,2017-10-01 00:00:00,20.0,True,android version 7.0software version h87210q
TMobile,LG,G6,2017-12-07 00:00:00,2017-12-01 00:00:00,6.0,True,android version 7.0software version h87211e
TMobile,LG,G6,2018-01-09 00:00:00,2018-01-01 00:00:00,8.0,True,android version 7.0software version h87211g
TMobile,LG,G6,2018-05-19 00:00:00,2018-05-01 00:00:00,18.0,True,android version 7.0software version h87211h
TMobile,LG,G6,2018-06-29 00:00:00,2018-06-01 00:00:00,28.0,True,android version 8.0software version h87220a
TMobile,LG,G6,2018-10-18 00:00:00,2018-08-01 00:00:00,78.0,True,android version 8.0.0software version h87220d
TMobile,LG,G6,2018-11-02 00:00:00,2018-10-01 00:00:00,32.0,True,android version 8.0.0software version h87220e
TMobile,LG,G6,2018-11-30 00:00:00,2018-11-01 00:00:00,29.0,True,android version 8.0.0software version h87220f
TMobile,LG,G6,2019-01-25 00:00:00,2019-01-01 00:00:00,24.0,True,android version 8.0.0software version h87220g
TMobile,LG,G7 ThinQ,2018-06-01 00:00:00,2018-06-01 00:00:00,0.0,True,android 8.0software version:g710tm10d
TMobile,LG,G7 ThinQ,2018-07-11 00:00:00,2018-07-01 00:00:00,10.0,True,android 8.0software version:g710tm10g
TMobile,LG,G7 ThinQ,2018-10-03 00:00:00,2018-10-01 00:00:00,2.0,True,android 8.0software version:g710tm10k
TMobile,LG,G7 ThinQ,2018-12-11 00:00:00,2018-11-01 00:00:00,40.0,True,android 8.0software version:g710tm10n
TMobile,LG,G7 ThinQ,2019-02-20 00:00:00,2019-02-01 00:00:00,19.0,True,android 8.0software version:g710tm10o
TMobile,LG,G7 ThinQ,2019-05-18 00:00:00,2019-04-01 00:00:00,47.0,True,android 8.0software version:g710tm10p
TMobile,LG,G7 ThinQ,2019-07-08 00:00:00,2019-05-01 00:00:00,68.0,True,android 9.0software version:g710tm20c
TMobile,LG,G7 ThinQ,2019-07-30 00:00:00,2019-07-01 00:00:00,29.0,True,android 9.0software version:g710tm20d
TMobile,LG,G7 ThinQ,2019-09-30 00:00:00,2019-09-01 00:00:00,29.0,True,android 9.0software version:g710tm20e
TMobile,LG,G7 ThinQ,2019-11-24 00:00:00,2019-11-01 00:00:00,23.0,True,android 9.0software version:g710tm20f
TMobile,LG,G8 ThinQ,2019-09-28 00:00:00,2019-09-01 00:00:00,27.0,True,android 9.0software version:g820tm10o
TMobile,LG,G8 ThinQ,2019-11-05 00:00:00,2019-10-01 00:00:00,35.0,True,android 9.0software version:g820tm10p
TMobile,LG,K10,2016-06-10 00:00:00,2016-06-01 00:00:00,9.0,True,android 6.0.1software version k42810b
TMobile,LG,K10,2016-09-28 00:00:00,2016-09-01 00:00:00,27.0,True,android 6.0.1software version k42810d
TMobile,LG,K10,2016-11-21 00:00:00,2016-11-01 00:00:00,20.0,True,android 6.0.1software version k42810f
TMobile,LG,K10,2017-01-30 00:00:00,2017-01-01 00:00:00,29.0,True,android 6.0.1software version k42810g
TMobile,LG,K10,2017-03-27 00:00:00,2017-03-01 00:00:00,26.0,True,android 6.0.1software version k42810h
TMobile,LG,K10,2017-07-05 00:00:00,2017-07-01 00:00:00,4.0,True,android 7.0software version k42820f
TMobile,LG,K10,2017-09-27 00:00:00,2017-09-01 00:00:00,26.0,True,android 7.0software version k42820g
TMobile,LG,K10,2017-11-28 00:00:00,2017-11-01 00:00:00,27.0,True,android 7.0software version k42820h
TMobile,LG,K10,2018-01-24 00:00:00,2018-01-01 00:00:00,23.0,True,android 7.0software version k42820i
TMobile,LG,K10,2018-03-26 00:00:00,2018-03-01 00:00:00,25.0,True,android 7.0software version k42820j
TMobile,LG,K10,2018-04-27 00:00:00,2018-04-01 00:00:00,26.0,True,android 7.0software version k42820k
TMobile,LG,K10,2018-06-29 00:00:00,2018-06-01 00:00:00,28.0,True,android 8.0software version k42820l
TMobile,LG,K20 Plus,2017-03-24 00:00:00,2017-03-01 00:00:00,23.0,True,android version 7.0software version tp26010k
TMobile,LG,K20 Plus,2017-08-31 00:00:00,2017-08-01 00:00:00,30.0,True,android version 7.0software version tp26010s
TMobile,LG,K20 Plus,2017-11-06 00:00:00,2017-11-01 00:00:00,5.0,True,android version 7.0software version tp26010u
TMobile,LG,K20 Plus,2018-03-05 00:00:00,2018-03-01 00:00:00,4.0,True,android version 7.0software version tp26010y
TMobile,LG,K20 Plus,2018-04-30 00:00:00,2018-04-01 00:00:00,29.0,True,android version 7.0software version tp26011b
TMobile,LG,K20 Plus,2018-08-30 00:00:00,2018-08-01 00:00:00,29.0,True,android version 7.0software version tp26011f
TMobile,LG,K20 Plus,2018-11-30 00:00:00,2018-10-01 00:00:00,60.0,True,android version 7.0software version tp26011j
TMobile,LG,K20 Plus,2018-12-27 00:00:00,2018-12-01 00:00:00,26.0,True,android version 7.0software version tp26011l
TMobile,LG,K30,2018-06-15 00:00:00,2018-06-01 00:00:00,14.0,True,android version 7.1.2software version: x410tk10f
TMobile,LG,K30,2018-07-27 00:00:00,2018-07-01 00:00:00,26.0,True,android version 7.1.2software version: x410tk10g
TMobile,LG,K30,2018-09-25 00:00:00,2018-08-01 00:00:00,55.0,True,android version 7.1.2software version: x410tk10j
TMobile,LG,K30,2018-10-27 00:00:00,2018-10-01 00:00:00,26.0,True,android version 7.1.2software version: x410tk10k
TMobile,LG,K30,2018-12-04 00:00:00,2018-11-01 00:00:00,33.0,True,android version 8.1software version: x410tk20b
TMobile,LG,K30,2019-02-06 00:00:00,2019-01-01 00:00:00,36.0,True,android version 8.1software version: x410tk20c
TMobile,LG,K30,2019-03-27 00:00:00,2019-03-01 00:00:00,26.0,True,android version 8.1software version: x410tk20d
TMobile,LG,K30,2019-05-29 00:00:00,2019-05-01 00:00:00,28.0,True,android version 8.1software version: x410tk20e
TMobile,LG,K30,2019-07-30 00:00:00,2019-07-01 00:00:00,29.0,True,android version 8.1software version: x410tk20f
TMobile,LG,K30,2019-10-11 00:00:00,2019-09-01 00:00:00,40.0,True,android version 8.1software version: x410tk20g
TMobile,LG,K30,2019-11-05 00:00:00,2019-10-01 00:00:00,35.0,True,android version 8.1software version: x410tk20i
TMobile,LG,K40,2019-10-25 00:00:00,2019-10-01 00:00:00,24.0,True,android 9.0build number: x420tm10c
TMobile,LG,Leon LTE,2015-09-21 00:00:00,2015-09-01 00:00:00,20.0,True,android version 5.1.1software version h34510f
TMobile,LG,Leon LTE,2016-01-18 00:00:00,2016-01-01 00:00:00,17.0,True,android version 5.1.1software versionh34510g
TMobile,LG,Leon LTE,2016-03-11 00:00:00,2016-03-01 00:00:00,10.0,True,android version 5.1.1software version h34510h
TMobile,LG,Leon LTE,2016-07-27 00:00:00,2016-07-01 00:00:00,26.0,True,android version 5.1.1software version h34510i
TMobile,LG,Leon LTE,2017-01-03 00:00:00,2017-01-01 00:00:00,2.0,True,android 5.1.1software version h34510k
TMobile,LG,Leon LTE,2017-03-06 00:00:00,2017-03-01 00:00:00,5.0,True,android 5.1.1software version h34510l
TMobile,LG,Leon LTE,2017-07-24 00:00:00,2017-07-01 00:00:00,23.0,True,android 5.1.1software version h34510p
TMobile,LG,Nexus 5,2016-11-22 00:00:00,2016-11-01 00:00:00,21.0,True,android version 6.0.1 / software version m4b30z
TMobile,LG,Optimus L90,2015-10-06 00:00:00,2015-10-01 00:00:00,5.0,True,android version 5.0.2build number d41520c
TMobile,LG,Optimus L90,2017-01-23 00:00:00,2017-01-01 00:00:00,22.0,True,android 5.0.2buid number d41520f
TMobile,LG,Q7+,2018-09-17 00:00:00,2018-08-01 00:00:00,47.0,True,android 8.1.0software version:q610ta10h
TMobile,LG,Q7+,2018-10-23 00:00:00,2018-09-01 00:00:00,52.0,True,android 8.1.0software version:q610ta10j
TMobile,LG,Q7+,2019-01-25 00:00:00,2019-01-01 00:00:00,24.0,True,android 8.1.0software version:q610ta10l
TMobile,LG,Q7+,2019-03-20 00:00:00,2019-03-01 00:00:00,19.0,True,android 8.1.0software version:q610ta10m
TMobile,LG,Q7+,2019-06-25 00:00:00,2019-06-01 00:00:00,24.0,True,android 8.1.0software version:q610ta10r
TMobile,LG,Q7+,2019-08-30 00:00:00,2019-08-01 00:00:00,29.0,True,android 8.1.0software version:q610ta10s
TMobile,LG,Q7+,2019-10-22 00:00:00,2019-09-01 00:00:00,51.0,True,android 9.0software version:q610ta20a
TMobile,LG,Stylo 2 PLUS,2016-09-19 00:00:00,2016-09-01 00:00:00,18.0,True,android version 6.0.1software version k55010i
TMobile,LG,Stylo 2 PLUS,2017-02-20 00:00:00,2017-02-01 00:00:00,19.0,True,android version 6.0.1software version k55010p
TMobile,LG,Stylo 2 PLUS,2017-03-23 00:00:00,2017-03-01 00:00:00,22.0,True,android version 6.0.1software version k55010r
TMobile,LG,Stylo 2 PLUS,2017-05-15 00:00:00,2017-05-01 00:00:00,14.0,True,android version 7.0software version k55020a
TMobile,LG,Stylo 2 PLUS,2017-09-06 00:00:00,2017-09-01 00:00:00,5.0,True,android version 7.0software version k55020b
TMobile,LG,Stylo 2 PLUS,2017-10-30 00:00:00,2017-10-01 00:00:00,29.0,True,android version 7.0software version k55020c
TMobile,LG,Stylo 2 PLUS,2017-12-21 00:00:00,2017-12-01 00:00:00,20.0,True,android version 7.0software version k55020d
TMobile,LG,Stylo 2 PLUS,2018-05-01 00:00:00,2018-04-01 00:00:00,30.0,True,android version 7.0software version k55020f
TMobile,LG,Stylo 2 PLUS,2019-05-07 00:00:00,2019-01-01 00:00:00,126.0,True,android version 7.0software version k55020m
TMobile,LG,Stylo 3 Plus,2017-09-14 00:00:00,2017-09-01 00:00:00,13.0,True,android 7.0software versiontp45010c
TMobile,LG,Stylo 3 Plus,2017-10-31 00:00:00,2017-10-01 00:00:00,30.0,True,android 7.0software versiontp45010d
TMobile,LG,Stylo 3 Plus,2017-12-21 00:00:00,2017-12-01 00:00:00,20.0,True,android 7.0software versiontp45010e
TMobile,LG,Stylo 3 Plus,2018-02-23 00:00:00,2018-02-01 00:00:00,22.0,True,android 7.0software versiontp45010f
TMobile,LG,Stylo 3 Plus,2018-04-16 00:00:00,2018-04-01 00:00:00,15.0,True,android 7.0software version: tp45010g
TMobile,LG,Stylo 3 Plus,2018-06-25 00:00:00,2018-06-01 00:00:00,24.0,True,android 7.0software version: tp45010i
TMobile,LG,Stylo 3 Plus,2018-09-06 00:00:00,2018-09-01 00:00:00,5.0,True,android 7.0software version: tp45010j
TMobile,LG,Stylo 3 Plus,2019-03-02 00:00:00,2019-02-01 00:00:00,29.0,True,android 7.0software version: tp45010m
TMobile,LG,Stylo 4,2018-09-21 00:00:00,2018-08-01 00:00:00,51.0,True,android 8.1software version: q710ts10i
TMobile,LG,Stylo 4,2018-11-02 00:00:00,2018-10-01 00:00:00,32.0,True,android 8.1software version: q710ts10j
TMobile,LG,Stylo 4,2019-01-25 00:00:00,2019-01-01 00:00:00,24.0,True,android 8.1software version: q710ts10k
TMobile,LG,Stylo 4,2019-02-15 00:00:00,2019-02-01 00:00:00,14.0,True,android 8.1software version: q710ts11c
TMobile,LG,Stylo 4,2019-03-30 00:00:00,2019-03-01 00:00:00,29.0,True,android 8.1software version: q710ts11d
TMobile,LG,Stylo 4,2019-05-22 00:00:00,2019-04-01 00:00:00,51.0,True,android 8.1software version: q710ts11e
TMobile,LG,Stylo 4,2019-07-16 00:00:00,2019-06-01 00:00:00,45.0,True,android 8.1software version: q710ts11h
TMobile,LG,Stylo 4,2019-08-24 00:00:00,2019-08-01 00:00:00,23.0,True,android 8.1software version: q710ts11i
TMobile,LG,Stylo 4,2019-10-24 00:00:00,2019-10-01 00:00:00,23.0,True,android 8.1software version: q710ts11j
TMobile,LG,Stylo 5,2019-11-11 00:00:00,2019-10-01 00:00:00,41.0,True,android 9.0software version:q720ts10c
TMobile,LG,V10,2016-04-11 00:00:00,2016-04-01 00:00:00,10.0,True,android version 6.0software version h90120e
TMobile,LG,V10,2016-08-08 00:00:00,2016-08-01 00:00:00,7.0,True,android 6.0.1software version h90120j
TMobile,LG,V10,2016-10-24 00:00:00,2016-10-01 00:00:00,23.0,True,android 6.0.1software version h90120l
TMobile,LG,V10,2017-07-19 00:00:00,2017-07-01 00:00:00,18.0,True,android 7.0software version h90130b
TMobile,LG,V10,2017-09-27 00:00:00,2017-09-01 00:00:00,26.0,True,android 7.0software version h90130c
TMobile,LG,V10,2018-06-29 00:00:00,2018-06-01 00:00:00,28.0,True,android 7.0software version h90130d
TMobile,LG,V20,2017-01-17 00:00:00,2017-01-01 00:00:00,16.0,True,android 7.0software version h91810j
TMobile,LG,V20,2017-05-25 00:00:00,2017-05-01 00:00:00,24.0,True,android 7.0software version h91810k
TMobile,LG,V20,2017-08-07 00:00:00,2017-08-01 00:00:00,6.0,True,android 7.0software version h91810p
TMobile,LG,V20,2017-09-28 00:00:00,2017-09-01 00:00:00,27.0,True,android 7.0software version h91810q
TMobile,LG,V20,2017-12-05 00:00:00,2017-12-01 00:00:00,4.0,True,android 7.0software version h91810r
TMobile,LG,V20,2018-01-31 00:00:00,2018-01-01 00:00:00,30.0,True,android 7.0software version h91810s
TMobile,LG,V20,2018-04-02 00:00:00,2018-03-01 00:00:00,32.0,True,android 7.0software version h91810t
TMobile,LG,V20,2018-06-06 00:00:00,2018-05-01 00:00:00,36.0,True,android 7.0software version h91810u
TMobile,LG,V20,2018-09-28 00:00:00,2018-09-01 00:00:00,27.0,True,android 8.0.0software version h91820f
TMobile,LG,V20,2018-10-26 00:00:00,2018-10-01 00:00:00,25.0,True,android 8.0.0software version h91820g
TMobile,LG,V20,2018-11-30 00:00:00,2018-11-01 00:00:00,29.0,True,android 8.0.0software version h91820h
TMobile,LG,V30/V30+,2017-11-03 00:00:00,2017-10-01 00:00:00,33.0,False,android 7.1.2software version: h93210c
TMobile,LG,V30/V30+,2018-01-31 00:00:00,2018-01-01 00:00:00,30.0,True,android 7.1.2software version: h93210d
TMobile,LG,V30/V30+,2018-05-29 00:00:00,2018-05-01 00:00:00,28.0,True,android 8.0.0software version: h93220h
TMobile,LG,V30/V30+,2018-06-25 00:00:00,2018-06-01 00:00:00,24.0,True,android 8.0.0software version: h93220j
TMobile,LG,V30/V30+,2018-08-29 00:00:00,2018-08-01 00:00:00,28.0,True,android 8.0.0software version: h93220k
TMobile,LG,V30/V30+,2018-10-30 00:00:00,2018-10-01 00:00:00,29.0,True,android 8.0.0software version: h93220o
TMobile,LG,V30/V30+,2018-12-04 00:00:00,2018-11-01 00:00:00,33.0,True,android 8.0.0software version: h93220p
TMobile,LG,V30/V30+,2019-02-24 00:00:00,2019-01-01 00:00:00,54.0,True,android 8.0.0software version: h93220r
TMobile,LG,V30/V30+,2019-03-21 00:00:00,2019-03-01 00:00:00,20.0,True,android 8.0.0software version: h93220s
TMobile,LG,V30/V30+,2019-10-08 00:00:00,2019-08-01 00:00:00,68.0,True,android 9.0software version: h93230d
TMobile,LG,V40 ThinQ,2018-11-05 00:00:00,2018-11-01 00:00:00,4.0,True,android 8.1.0software version:v40511c
TMobile,LG,V40 ThinQ,2018-12-27 00:00:00,2018-12-01 00:00:00,26.0,True,android 8.1.0software version:v40511d
TMobile,LG,V40 ThinQ,2019-02-26 00:00:00,2019-02-01 00:00:00,25.0,True,android 8.1.0software version:v40511e
TMobile,LG,V40 ThinQ,2019-06-19 00:00:00,2019-06-01 00:00:00,18.0,True,android 9.0software version:v40520g
TMobile,LG,V40 ThinQ,2019-07-26 00:00:00,2019-07-01 00:00:00,25.0,True,android 9.0software version:v405ta20h
TMobile,LG,V40 ThinQ,2019-10-01 00:00:00,2019-09-01 00:00:00,30.0,True,android 9.0software version:v405ta20i
TMobile,LG,V40 ThinQ,2019-11-09 00:00:00,2019-10-01 00:00:00,39.0,True,android 9.0software version:v405ta20j
TMobile,Motorola,E 4th Generation,2018-05-31 00:00:00,2018-05-01 00:00:00,30.0,True,android 7.1.1baseband version:ncqs26.69-64-6
TMobile,Motorola,Nexus 6,2015-08-05 00:00:00,2015-08-01 00:00:00,4.0,True,android version 5.1.1build number lmy48j
TMobile,Motorola,Nexus 6,2015-09-08 00:00:00,2015-09-01 00:00:00,7.0,True,android version 5.1.1build number lyz28k
TMobile,Motorola,Nexus 6,2015-10-05 00:00:00,2015-10-01 00:00:00,4.0,True,android version 6.0build number mra58k
TMobile,Motorola,Nexus 6,2015-11-20 00:00:00,2015-11-01 00:00:00,19.0,True,android version 6.0build number mra58x
TMobile,Motorola,Nexus 6,2015-12-14 00:00:00,2015-12-01 00:00:00,13.0,True,android version 6.0.1build number mmb29k
TMobile,Motorola,moto G7 power,2019-08-01 00:00:00,2019-08-01 00:00:00,0.0,True,android 9 piebuild number: pco29.114-134
TMobile,Motorola,moto z2 force edition,2017-11-13 00:00:00,2017-11-01 00:00:00,12.0,True,android 7.1.1build number: ncx26.7
TMobile,Motorola,moto z2 force edition,2017-12-22 00:00:00,2017-12-01 00:00:00,21.0,True,android 8.0.0build number: ocx27
TMobile,Motorola,moto z2 force edition,2018-04-23 00:00:00,2018-04-01 00:00:00,22.0,True,android 8.0build number: ocx27.1.2
TMobile,Motorola,moto z2 force edition,2018-07-06 00:00:00,2018-07-01 00:00:00,5.0,True,android 8.0build number: ocx27.1.3
TMobile,Motorola,moto z2 force edition,2018-11-29 00:00:00,2018-11-01 00:00:00,28.0,True,android 8.0build number: ocx27.1.4
TMobile,Motorola,moto z2 force edition,2019-02-15 00:00:00,2019-02-01 00:00:00,14.0,True,android 8.0build number: ocx27.1.5
TMobile,Motorola,moto z2 force edition,2019-07-26 00:00:00,2019-07-01 00:00:00,25.0,True,android 8.0build number: ocx27.1.7
TMobile,OnePlus,6T,2018-11-20 00:00:00,2018-11-01 00:00:00,19.0,True,android 9.0build number:a6013_34_181029
TMobile,OnePlus,6T,2019-01-03 00:00:00,2019-01-01 00:00:00,2.0,True,android 9.0build number:a6013_34_181228
TMobile,OnePlus,6T,2019-03-09 00:00:00,2019-03-01 00:00:00,8.0,True,android 9.0build number:a6013_34_190217
TMobile,OnePlus,6T,2019-06-28 00:00:00,2019-04-01 00:00:00,88.0,False,android 9.0build number:a6013_34_190612
TMobile,OnePlus,7 Pro,2019-03-09 00:00:00,2019-03-01 00:00:00,8.0,True,android 9.0build number:oxygen os 9.5.5.gm31cb
TMobile,OnePlus,7 Pro,2019-06-14 00:00:00,2019-05-01 00:00:00,44.0,False,android 9.0build number:oxygen os 9.5.7.gm31cb
TMobile,OnePlus,7 Pro,2019-06-20 00:00:00,2019-06-01 00:00:00,19.0,False,android 9.0
TMobile,Other,Nexus 7 2013 LTE,2015-09-08 00:00:00,2015-09-01 00:00:00,7.0,True,android 5.1.1version: lmy48p
TMobile,Other,Nexus 7 2013 LTE,2015-10-05 00:00:00,2015-10-01 00:00:00,4.0,True,android 6.0baseband version: mra58k
TMobile,Other,Nexus 7 2013 LTE,2016-01-11 00:00:00,2016-01-01 00:00:00,10.0,True,android 6.0baseband version: mmb29o
TMobile,Other,Nexus 7 2013 LTE,2016-02-08 00:00:00,2016-02-01 00:00:00,7.0,True,android 6.0baseband version: mmb29q
TMobile,Samsung,Galaxy A10e,2019-07-21 00:00:00,2019-07-01 00:00:00,20.0,True,android 9.0baseband version:a102usqu1asfi
TMobile,Samsung,Galaxy A10e,2019-10-13 00:00:00,2019-09-01 00:00:00,42.0,True,android 9.0baseband version:a102usqu2asi7
TMobile,Samsung,Galaxy A10e,2019-11-23 00:00:00,2019-11-01 00:00:00,22.0,True,android 9.0baseband version:a102usqs4ask4
TMobile,Samsung,Galaxy A20,2019-09-22 00:00:00,2019-09-01 00:00:00,21.0,True,android 9.0baseband version:a205usqu2asi2
TMobile,Samsung,Galaxy A20,2019-12-15 00:00:00,2019-11-01 00:00:00,44.0,True,android 9.0baseband version:a205usqu3ask1
TMobile,Samsung,Galaxy A6,2018-05-24 00:00:00,2019-04-01 00:00:00,-312.0,False,android version: 9.0baseband version:a600tuvu1bsd3
TMobile,Samsung,Galaxy A6,2019-11-10 00:00:00,2019-09-01 00:00:00,70.0,True,android version: 9.0baseband version:a600tuvu2bsi4
TMobile,Samsung,Galaxy Avant,2015-09-08 00:00:00,2015-09-01 00:00:00,7.0,True,android version 4.4.2baseband version g386tuvu1aoh3
TMobile,Samsung,Galaxy Avant,2017-02-15 00:00:00,2017-02-01 00:00:00,14.0,True,android version 4.4.2baseband version g386tuvs1aqa1
TMobile,Samsung,Galaxy Avant,2017-05-02 00:00:00,2017-05-01 00:00:00,1.0,True,android version 4.4.2baseband version g386tuvu1aqd2
TMobile,Samsung,Galaxy Core Prime,2015-08-17 00:00:00,2015-08-01 00:00:00,16.0,True,android version 5.1.1baseband g360tuvu1aof9
TMobile,Samsung,Galaxy Core Prime,2016-07-23 00:00:00,2016-07-01 00:00:00,22.0,True,android version 5.1.1baseband g360t1uvu1apg2
TMobile,Samsung,Galaxy Core Prime,2016-12-21 00:00:00,2016-12-01 00:00:00,20.0,True,android version 5.1.1baseband g360tuvs2apk3
TMobile,Samsung,Galaxy Core Prime,2017-02-20 00:00:00,2017-01-01 00:00:00,50.0,True,android version 5.1.1baseband g360tuvs2aqa2
TMobile,Samsung,Galaxy Core Prime,2017-04-14 00:00:00,2017-04-01 00:00:00,13.0,True,android version 5.1.1baseband g360tuvu2aqd1
TMobile,Samsung,Galaxy GRAND Prime,2015-08-17 00:00:00,2015-08-01 00:00:00,16.0,True,androidversion 5.1.1baseband version: g530tuvu1aof8
TMobile,Samsung,Galaxy GRAND Prime,2016-07-25 00:00:00,2016-07-01 00:00:00,24.0,True,androidversion 5.1.1baseband version: g530tuvu1apg1
TMobile,Samsung,Galaxy GRAND Prime,2016-12-21 00:00:00,2016-12-01 00:00:00,20.0,True,androidversion 5.1.1baseband version: g530tuvs2apk2
TMobile,Samsung,Galaxy GRAND Prime,2017-02-27 00:00:00,2017-02-01 00:00:00,26.0,True,androidversion 5.1.1baseband version: g530tuvs2aqa2
TMobile,Samsung,Galaxy GRAND Prime,2017-04-14 00:00:00,2017-04-01 00:00:00,13.0,True,androidversion 5.1.1baseband version: g530tuvu2aqd1
TMobile,Samsung,Galaxy GRAND Prime,2017-06-08 00:00:00,2017-05-01 00:00:00,38.0,True,androidversion 5.1.1baseband version: g530tuvu2aqe3
TMobile,Samsung,Galaxy J3 Star,2018-08-16 00:00:00,2018-08-01 00:00:00,15.0,True,android 8.0baseband version:j337tuvs2arg1
TMobile,Samsung,Galaxy J3 Star,2018-11-16 00:00:00,2018-11-01 00:00:00,15.0,True,android 8.0baseband version:j337tuvu2arj6
TMobile,Samsung,Galaxy J3 Star,2019-02-24 00:00:00,2019-02-01 00:00:00,23.0,True,android 8.0baseband version:j337tuvs3asb1
TMobile,Samsung,Galaxy J3 Star,2019-05-24 00:00:00,2019-05-01 00:00:00,23.0,True,android 8.0baseband version:j337tuvs4asd1
TMobile,Samsung,Galaxy J3 Star,2019-08-28 00:00:00,2019-08-01 00:00:00,27.0,True,android 8.0baseband version:j337tuvs4ash2
TMobile,Samsung,Galaxy J3 Star,2019-11-22 00:00:00,2019-11-01 00:00:00,21.0,True,android 8.0baseband version:j337tuvs6ask2
TMobile,Samsung,Galaxy J7,2016-11-09 00:00:00,2016-11-01 00:00:00,8.0,True,android 6.0.1baseband version: j700tuvu2apj3
TMobile,Samsung,Galaxy J7,2016-12-19 00:00:00,2016-12-01 00:00:00,18.0,True,android 6.0.1baseband version: j700tuvu2apk6
TMobile,Samsung,Galaxy J7,2017-04-14 00:00:00,2017-04-01 00:00:00,13.0,True,android 6.0.1baseband version: j700tuvu3aqc3
TMobile,Samsung,Galaxy J7,2017-06-19 00:00:00,2017-06-01 00:00:00,18.0,True,android 6.0.1baseband version: j700tuvs3aqf1
TMobile,Samsung,Galaxy J7,2017-10-19 00:00:00,2017-10-01 00:00:00,18.0,True,android 7.1.1baseband version: j700tuvu3bqi5
TMobile,Samsung,Galaxy J7,2017-11-22 00:00:00,2017-11-01 00:00:00,21.0,True,android 7.1.1baseband version:  j700tuvu3bqk3
TMobile,Samsung,Galaxy J7 Prime,2017-07-20 00:00:00,2017-07-01 00:00:00,19.0,True,android version 7.0baseband version: j727tuvu1aqfb
TMobile,Samsung,Galaxy J7 Prime,2019-09-30 00:00:00,2019-09-01 00:00:00,29.0,True,android 8.1baseband version:j727tuvs6bsi2
TMobile,Samsung,Galaxy J7 Star,2018-08-16 00:00:00,2018-08-01 00:00:00,15.0,True,android 8.0baseband version:j737tuvs2arg1
TMobile,Samsung,Galaxy J7 Star,2018-11-22 00:00:00,2018-11-01 00:00:00,21.0,True,android 8.0baseband version:j737tuvs3arj1
TMobile,Samsung,Galaxy J7 Star,2019-02-24 00:00:00,2019-02-01 00:00:00,23.0,True,android 8.0baseband version:j737tuvs4asb2
