Carrier,Manufacture,Model,Release_Date,Bulletin_Level,difference, build,Year_Phone_Release,Month_Phone_Release,Bulletin_Year,Prior_Missed_Bulletins,Days_Since_Last_Security_Updates
Sprint,LG,Nexus 5x,2016-08-22,2016-08-01,20,NRD90M,2015,9,2016,0.0,47.0
Sprint,LG,Nexus 5x,2016-10-03,2016-10-01,1,NBD90W,2015,9,2016,1.0,42.0
Sprint,LG,Tribute Dynasty,2018-05-29,2018-05-01,27,SP20011C,2018,1,2018,,
Sprint,LG,Tribute Dynasty,2018-10-30,2018-10-01,28,SP20015a,2018,1,2018,4.0,154.0
Sprint,LG,Tribute Dynasty,2019-01-02,2018-12-01,31,SP20016d,2018,1,2018,1.0,64.0
Sprint,LG,Tribute Dynasty,2019-03-26,2019-03-01,24,SP20017A,2018,1,2019,2.0,83.0
Sprint,LG,Tribute Empire,2019-01-28,2019-01-01,26,X220PM11g,2019,1,2019,,
Sprint,LG,Tribute Empire,2019-04-01,2019-03-01,30,X220PM12a,2019,1,2019,1.0,63.0
Sprint,LG,Tribute Empire,2019-05-19,2019-05-01,17,X220PM13,2019,1,2019,1.0,48.0
Sprint,LG,Tribute HD,2018-04-17,2018-04-01,15,LS676ZVA,2016,10,2018,,
Sprint,LG,Tribute HD,2018-07-10,2018-07-01,8,LS676ZVB,2016,10,2018,2.0,84.0
Sprint,LG,V20,2017-04-05,2017-04-01,3,LS997ZV6,2016,10,2017,,
Sprint,LG,V20,2017-06-06,2017-05-01,35,LS997ZV7,2016,10,2017,0.0,62.0
Sprint,LG,V20,2017-12-05,2017-11-01,33,LS997ZVB,2016,10,2017,5.0,182.0
Sprint,LG,V20,2018-01-30,2018-01-01,28,LS997ZVC,2016,10,2018,1.0,56.0
Sprint,LG,V30+,2017-11-07,2017-11-01,5,LS99811a,2017,8,2017,,
Sprint,LG,V30+,2018-06-01,2018-06-01,-1,LS99821a,2017,8,2018,6.0,206.0
Sprint,LG,V30+,2018-08-16,2018-08-01,14,LS99822a,2017,8,2018,1.0,76.0
Sprint,LG,V30+,2019-04-01,2019-03-01,30,LS99828a,2017,8,2019,6.0,228.0
Sprint,LG,V40 ThinQ,2018-12-17,2018-12-01,15,V405U12a,2018,10,2018,,
Sprint,LG,V40 ThinQ,2019-01-31,2019-01-01,29,V405U13a,2018,10,2019,0.0,45.0
Sprint,LG,V40 ThinQ,2019-03-19,2019-03-01,17,V405U14a,2018,10,2019,1.0,47.0
Sprint,LG,V50 ThinQ 5G,2019-06-17,2019-06-01,15,V45010m,2019,5,2019,,
Sprint,LG,X charge,2018-06-05,2018-06-01,3,SP32010f,2017,6,2018,,
Sprint,LG,X charge,2018-07-19,2018-07-01,17,SP32010G,2017,6,2018,0.0,44.0
Sprint,LG,X charge,2018-09-18,2018-09-01,16,SP32010h,2017,6,2018,1.0,61.0
Sprint,LG,X charge,2018-11-27,2018-11-01,25,SP32010i,2017,6,2018,1.0,70.0
Sprint,LG,X charge,2019-02-05,2019-01-01,34,SP32010j,2017,6,2019,1.0,70.0
Sprint,LG,X power,2017-08-01,2017-08-01,-1,LS755ZV9,2016,9,2017,,
Sprint,Motorola,Moto G4,2016-08-31,2016-08-01,29,MPJ24.139-64,2016,5,2016,,
Sprint,Motorola,Moto G7 play,2019-04-22,2019-03-01,51,PCY29.105-59,2019,3,2019,,
Sprint,Motorola,Moto G7 play,2019-10-10,2019-10-01,8,PCYS29.105-134-3,2019,3,2019,6.0,171.0
Sprint,Motorola,Moto X,2015-11-05,2015-11-01,3,LPA23.12-39.10,2013,8,2015,,
Sprint,Motorola,Moto X,2016-09-13,2016-06-01,103,LPA23.12-39.10-2,2013,8,2016,6.0,313.0
Sprint,Motorola,Moto X Pure Edition,2015-12-01,2015-12-01,-1,MPH24.49-18,2015,9,2015,,
Sprint,Motorola,Moto X Pure Edition,2016-03-14,2016-03-01,12,MPHS24.49-18-3,2015,9,2016,2.0,104.0
Sprint,Motorola,Moto X Pure Edition,2016-06-22,2016-05-01,51,MPHS24.49-18-4,2015,9,2016,1.0,100.0
Sprint,Motorola,Moto Z (2) Force,2019-02-15,2019-01-01,44,OCXS27.109-48-15,2017,8,2019,,
Sprint,Motorola,Moto Z (2) Force,2019-04-21,2019-03-01,50,OCXS27.109-48-17,2017,8,2019,1.0,65.0
Sprint,Motorola,Moto Z3 play,2019-01-22,2019-01-01,20,OCWS28.70-61-4,2018,6,2019,,
Sprint,Motorola,Moto Z3 play,2019-05-19,2019-03-01,78,OCWS28.70-61-7,2018,6,2019,1.0,117.0
Sprint,Motorola,Moto e4,2019-03-21,2019-01-01,78,NCQS26.69-64-13,2017,6,2019,,
Sprint,Motorola,Moto e4,2019-08-28,2019-08-01,26,NCQS26.69-64-21,2017,6,2019,6.0,160.0
Sprint,Motorola,Moto e5 play,2019-02-25,2019-02-01,23,OCPS27.91-140-6,2018,7,2019,,
Sprint,Motorola,Moto e5 play,2019-05-13,2019-05-01,11,OCP27.91-140-8,2018,7,2019,2.0,77.0
Sprint,Motorola,Moto e5 play,2019-10-14,2019-10-01,12,OCPS27.91-140-14,2018,7,2019,4.0,154.0
Sprint,Motorola,Nexus 6,2015-12-07,2015-12-01,5,MMB29K,2014,11,2015,,
Sprint,Motorola,Nexus 6,2016-01-11,2016-01-01,9,MMB29S,2014,11,2016,0.0,35.0
Sprint,Motorola,Nexus 6,2016-02-01,2016-02-01,-1,MMB29Q,2014,11,2016,0.0,21.0
Sprint,Motorola,Nexus 6,2016-03-14,2016-03-01,12,MMB29V,2014,11,2016,0.0,42.0
Sprint,Motorola,Nexus 6,2016-04-11,2016-04-01,9,MOB30D,2014,11,2016,0.0,28.0
Sprint,Motorola,moto e4 plus,2019-03-20,2019-01-01,77,NCRS26.58-44-18,2017,6,2019,,
Sprint,Motorola,moto e4 plus,2019-09-25,2019-09-01,23,NCRS26.58-44-25,2017,6,2019,7.0,189.0
Sprint,Motorola,moto e5 plus,2018-12-27,2018-12-01,25,OCPS27.91-32-7,2018,5,2018,,
Sprint,Motorola,moto e5 plus,2019-08-28,2019-08-01,26,OCPS27.91-32-15-4,2018,5,2019,7.0,244.0
Sprint,Motorola,moto e5 plus,2019-10-02,2019-09-01,30,OCPS27.91-32-15-6,2018,5,2019,0.0,35.0
Sprint,Motorola,moto g6 play,2019-02-01,2019-02-01,-1,OCP27.91-150-4,2018,5,2019,,
Sprint,Motorola,moto g6 play,2019-09-25,2019-09-01,23,PCPS29.118-41-1,2018,5,2019,6.0,236.0
Sprint,Motorola,moto g6 play,2019-10-24,2019-10-01,22,PCPS29.118-41-2,2018,5,2019,0.0,29.0
Sprint,Motorola,moto g6 play,2019-12-26,2019-12-01,24,PCPS29.118-67-3,2018,5,2019,1.0,63.0
Sprint,Samsung,GS7 Special Edition,2017-03-26,2017-03-01,24,G930UUES4AQC1,2016,3,2017,,
Sprint,Samsung,Galaxy A10e,2019-09-23,2019-08-01,52,A102USQU1ASI1,2019,8,2019,,
Sprint,Samsung,Galaxy A50,2019-10-21,2019-10-01,19,A505USQU2ASI6,2019,3,2019,,
Sprint,Samsung,Galaxy A6,2018-10-17,2018-10-01,15,A600PVPU1ARI1,2018,5,2018,,
Sprint,Samsung,Galaxy A6,2019-01-28,2018-12-01,57,A600PVPU2ARL5,2018,5,2018,1.0,103.0
Sprint,Samsung,Galaxy A6,2019-04-15,2019-04-01,13,A600PVPU2BSC8,2018,5,2019,3.0,77.0
Sprint,Samsung,Galaxy Grand Prime,2016-03-21,2016-03-01,19,G530PVPUIAPC4,2014,10,2016,,
Sprint,Samsung,Galaxy Grand Prime,2016-07-13,2016-07-01,11,G530PVPS1APF1,2014,10,2016,3.0,114.0
Sprint,Samsung,Galaxy J3,2016-06-09,2016-06-01,7,J320PVPU1APE1,2016,1,2016,,
Sprint,Samsung,Galaxy J3,2017-08-02,2017-07-01,31,J320PVPS1AQG3,2016,1,2017,13.0,419.0
Sprint,Samsung,Galaxy J3,2018-01-26,2018-01-01,24,J320PVPS1ARA1,2016,1,2018,5.0,177.0
Sprint,Samsung,Galaxy J3 Achieve,2018-10-26,2018-10-01,24,J337PVPU2ARJ2,2018,6,2018,,
Sprint,Samsung,Galaxy J3 Achieve,2019-01-18,2019-01-01,16,J337PVPS2ASA1,2018,6,2019,2.0,84.0
Sprint,Samsung,Galaxy J3 Achieve,2019-04-12,2019-04-01,10,J337PVPS3ASC2,2018,6,2019,2.0,84.0
Sprint,Samsung,Galaxy J3 Emerge,2017-07-10,2017-07-01,8,J327PVPU1AQF4,2017,1,2017,,
Sprint,Samsung,Galaxy J3 Emerge,2017-10-02,2017-10-01,0,J327PVPU2AQI2,2017,1,2017,2.0,84.0
Sprint,Samsung,Galaxy J3 Emerge,2018-03-28,2018-02-01,54,J727PVPU3ARC2,2017,1,2018,3.0,177.0
Sprint,Samsung,Galaxy J3 Emerge,2018-04-11,2018-03-01,40,J327PVPS3ARC1,2017,1,2018,0.0,14.0
Sprint,Samsung,Galaxy J3 Emerge,2018-06-27,2018-06-01,25,J327PVPS4ARF2,2017,1,2018,2.0,77.0
Sprint,Samsung,Galaxy J3 Emerge,2018-07-30,2018-07-01,28,J327PVPU4ARG2,2017,1,2018,0.0,33.0
Sprint,Samsung,Galaxy J3 Emerge,2018-11-07,2018-10-01,36,J327PVPU4ARJ2,2017,1,2018,2.0,100.0
Sprint,Samsung,Galaxy J7 Perx,2017-05-24,2017-05-01,22,G925PVPS4DQE2,2017,3,2017,,
Sprint,Samsung,Galaxy J7 Perx,2017-07-10,2017-07-01,8,J727PVPU1AQF5,2017,3,2017,1.0,47.0
Sprint,Samsung,Galaxy J7 Perx,2017-10-02,2017-10-01,0,J727PVPU2AQI3,2017,3,2017,2.0,84.0
Sprint,Samsung,Galaxy J7 Perx,2017-11-20,2017-11-01,18,QJ3,2017,3,2017,0.0,49.0
Sprint,Samsung,Galaxy J7 Perx,2018-07-18,2018-06-01,46,J727PVPU4ARG2,2017,3,2018,6.0,240.0
Sprint,Samsung,Galaxy J7 Perx,2018-09-12,2018-08-01,41,J727PVPU4BRH5,2017,3,2018,1.0,56.0
Sprint,Samsung,Galaxy J7 Perx,2018-12-10,2018-11-01,38,J727PVPU4BRK4,2017,3,2018,2.0,89.0
Sprint,Samsung,Galaxy J7 Perx,2019-02-27,2019-02-01,25,J727PVPS5BSA3,2017,3,2019,2.0,79.0
Sprint,Samsung,Galaxy J7 Refine,2019-01-18,2019-01-01,16,J737PVPS2ASA1,2018,7,2019,,
Sprint,Samsung,Galaxy J7 Refine,2019-04-12,2019-04-01,10,J737PVPS3ASC2,2018,7,2019,2.0,84.0
Sprint,Samsung,Galaxy Note Edge,2015-12-07,2015-12-01,5,N915PVPS4COK2,2014,9,2015,,
Sprint,Samsung,Galaxy Note Edge,2016-04-21,2016-04-01,19,N915PVPU4DPD,2014,9,2016,3.0,136.0
Sprint,Samsung,Galaxy Note Edge,2016-05-31,2016-05-01,29,N915PVPE4DPE2,2014,9,2016,0.0,40.0
Sprint,Samsung,Galaxy Note Edge,2016-07-06,2016-06-01,34,N915PVPU4DPF3,2014,9,2016,0.0,36.0
Sprint,Samsung,Galaxy Note Edge,2016-07-28,2016-07-01,26,N915PVPS4DPG1,2014,9,2016,0.0,22.0
Sprint,Samsung,Galaxy Note Edge,2016-09-21,2016-09-01,19,N915PVPS4DPH3,2014,9,2016,1.0,55.0
Sprint,Samsung,Galaxy Note Edge,2017-01-27,2017-01-01,25,6.0.1,2014,9,2017,3.0,128.0
Sprint,Samsung,Galaxy Note Edge,2017-02-27,2017-02-01,25,N915PVPS4DQB3,2014,9,2017,0.0,31.0
Sprint,Samsung,Galaxy Note3,2015-11-30,2015-11-01,28,N900PVPUEOK2,2013,9,2015,,
Sprint,Samsung,Galaxy Note3,2016-08-24,2016-08-01,22,N900PVPUEPH1,2013,9,2016,8.0,268.0
Sprint,Samsung,Galaxy Note4,2015-11-05,2015-11-01,3,N910PVPU4COJ6,2014,10,2015,,
Sprint,Samsung,Galaxy Note4,2015-12-07,2015-12-01,5,N910PVPS4COK1,2014,10,2015,0.0,32.0
Sprint,Samsung,Galaxy Note4,2016-03-24,2016-03-01,22,PC1,2014,10,2016,2.0,108.0
Sprint,Samsung,Galaxy Note4,2016-05-23,2016-05-01,21,N910PVPU4DPE1,2014,10,2016,1.0,60.0
Sprint,Samsung,Galaxy Note4,2016-06-16,2016-06-01,14,N910PVPS4DPE2,2014,10,2016,0.0,24.0
Sprint,Samsung,Galaxy Note4,2016-08-04,2016-07-01,33,N910PVPU4DPG1,2014,10,2016,0.0,49.0
Sprint,Samsung,Galaxy Note4,2017-02-27,2017-02-01,25,N910PVPS4DQB3,2014,10,2017,6.0,207.0
Sprint,Samsung,Galaxy Note5,2015-10-31,2015-10-01,29,N920PVPU2AOJ6,2015,8,2015,,
Sprint,Samsung,Galaxy Note5,2015-12-07,2015-12-01,5,G920PVPS2AOK3,2015,8,2015,1.0,37.0
Sprint,Samsung,Galaxy Note5,2016-03-24,2016-03-01,22,PC3,2015,8,2016,2.0,108.0
Sprint,Samsung,Galaxy Note5,2016-04-19,2016-04-01,17,N920PVPS2BPD1,2015,8,2016,0.0,26.0
Sprint,Samsung,Galaxy Note5,2016-05-19,2016-05-01,17,N920PVPU2BPD2,2015,8,2016,0.0,30.0
Sprint,Samsung,Galaxy Note5,2016-09-14,2016-09-01,12,N920PVPU2BPH9,2015,8,2016,3.0,118.0
Sprint,Samsung,Galaxy Note5,2017-02-06,2017-02-01,4,G928PVPS3BQA1,2015,8,2017,4.0,145.0
Sprint,Samsung,Galaxy Note5,2017-04-05,2017-04-01,3,N920PVPU3DQC5,2015,8,2017,1.0,58.0
Sprint,Samsung,Galaxy Note5,2017-05-24,2017-05-01,22,G925PVPS4DQE2,2015,8,2017,0.0,49.0
Sprint,Samsung,Galaxy Note5,2017-06-23,2017-06-01,21,N920PVPS3DQF1,2015,8,2017,0.0,30.0
Sprint,Samsung,Galaxy Note5,2018-02-27,2018-02-01,25,N920PVPS3DRB1,2015,8,2018,7.0,249.0
Sprint,Samsung,Galaxy Note5,2018-07-23,2018-07-01,21,N920PVPS3DRG1,2015,8,2018,4.0,146.0
Sprint,Samsung,Galaxy Note8,2017-11-15,2017-11-01,13,N950USQU2BQJB,2017,8,2017,,
Sprint,Samsung,Galaxy Note8,2018-01-29,2018-01-01,27,N950USQU3BRA6,2017,8,2018,1.0,75.0
Sprint,Samsung,Galaxy Note8,2018-02-27,2018-02-01,25,N920PVPS3DRB1,2017,8,2018,0.0,29.0
Sprint,Samsung,Galaxy Note8,2018-03-30,2018-03-01,28,N950USQU3CRC2,2017,8,2018,0.0,31.0
Sprint,Samsung,Galaxy Note8,2018-05-14,2018-04-01,42,N950USQU4CRD7,2017,8,2018,0.0,45.0
Sprint,Samsung,Galaxy Note8,2018-05-24,2018-05-01,22,N950USQS4CRE1,2017,8,2018,0.0,10.0
Sprint,Samsung,Galaxy Note8,2018-09-20,2018-09-01,18,N950USQS5CRI4,2017,8,2018,3.0,119.0
Sprint,Samsung,Galaxy Note8,2018-12-17,2018-12-01,15,N950USQS5CRK1,2017,8,2018,2.0,88.0
Sprint,Samsung,Galaxy Note8,2019-01-28,2019-01-01,26,N950USQS5CRL1,2017,8,2019,0.0,42.0
Sprint,Samsung,Galaxy Note8,2019-03-04,2019-02-01,30,N950USQS5CSA1,2017,8,2019,0.0,35.0
Sprint,Samsung,Galaxy Note8,2019-03-22,2019-03-01,20,N950USQU5DSC1,2017,8,2019,0.0,18.0
Sprint,Samsung,Galaxy Note8,2019-04-19,2019-04-01,17,N950USQU5DSD4,2017,8,2019,0.0,28.0
Sprint,Samsung,Galaxy Note8,2019-05-31,2019-05-01,29,N950USQS5DSE9,2017,8,2019,0.0,42.0
Sprint,Samsung,Galaxy Note9,2018-09-19,2018-09-01,17,N960USQS1ARH6,2018,8,2018,,
Sprint,Samsung,Galaxy Note9,2018-10-29,2018-10-01,27,N960USQS1ARJ5,2018,8,2018,0.0,40.0
Sprint,Samsung,Galaxy Note9,2018-11-15,2018-11-01,13,N960USQS1ARJ9,2018,8,2018,0.0,17.0
Sprint,Samsung,Galaxy Note9,2019-01-09,2018-12-01,38,N960USQU1ARL1,2018,8,2018,0.0,55.0
Sprint,Samsung,Galaxy Note9,2019-02-04,2019-01-01,33,N960USQU1CSAA,2018,8,2019,0.0,26.0
Sprint,Samsung,Galaxy Note9,2019-03-04,2019-02-01,30,N960USQU1CSB3,2018,8,2019,0.0,28.0
Sprint,Samsung,Galaxy Note9,2019-04-17,2019-04-01,15,N960USQS1CSD1,2018,8,2019,1.0,44.0
Sprint,Samsung,Galaxy Note9,2019-06-17,2019-05-01,46,N960USQU1CSE3,2018,8,2019,0.0,61.0
Sprint,Samsung,Galaxy Note9,2019-06-27,2019-06-01,25,N960USQS1CSF2,2018,8,2019,0.0,10.0
Sprint,Samsung,Galaxy S10,2019-03-27,2019-03-01,25,G973USQU1ASC8,2019,3,2019,,
Sprint,Samsung,Galaxy S10,2019-04-16,2019-04-01,14,G973USQU1ASD5,2019,3,2019,0.0,20.0
Sprint,Samsung,Galaxy S10,2019-05-17,2019-05-01,15,G973USQS1ASDA,2019,3,2019,0.0,31.0
Sprint,Samsung,Galaxy S10+,2019-03-27,2019-03-01,25,G975USQU1ASC8,2019,3,2019,,
Sprint,Samsung,Galaxy S10+,2019-04-16,2019-04-01,14,G975USQU1ASD5,2019,3,2019,0.0,20.0
Sprint,Samsung,Galaxy S10+,2019-05-17,2019-05-01,15,G975USQS1ASDA,2019,3,2019,0.0,31.0
Sprint,Samsung,Galaxy S10e,2019-03-27,2019-03-01,25,G970USQU1ASC8,2019,3,2019,,
Sprint,Samsung,Galaxy S10e,2019-04-16,2019-04-01,14,G970USQU1ASD5,2019,3,2019,0.0,20.0
Sprint,Samsung,Galaxy S10e,2019-05-17,2019-05-01,15,G970USQS1ASDA,2019,3,2019,0.0,31.0
Sprint,Samsung,Galaxy S5,2016-04-07,2016-04-01,5,G900PVPU3CPCA,2014,4,2016,,
Sprint,Samsung,Galaxy S5,2016-06-16,2016-06-01,14,G900PSPT3CPE2,2014,4,2016,1.0,70.0
Sprint,Samsung,Galaxy S5,2016-07-29,2016-07-01,27,G900PVPU3CPG1,2014,4,2016,0.0,43.0
Sprint,Samsung,Galaxy S5,2017-01-27,2017-01-01,25,G900PVPS3CQA2,2014,4,2017,5.0,182.0
Sprint,Samsung,Galaxy S5 Sport,2015-11-30,2015-11-01,28,G860PVPU2BOK1,2014,6,2015,,
Sprint,Samsung,Galaxy S6,2015-11-04,2015-11-01,2,G920PVPU3BOJ7,2015,4,2015,,
Sprint,Samsung,Galaxy S6,2016-04-19,2016-04-01,17,G920PVPS3CPD2,2015,4,2016,4.0,167.0
Sprint,Samsung,Galaxy S6,2016-05-19,2016-05-01,17,G920PVPSUCPD3,2015,4,2016,0.0,30.0
Sprint,Samsung,Galaxy S6,2016-06-27,2016-06-01,25,G920PVPU3CPF4,2015,4,2016,0.0,39.0
Sprint,Samsung,Galaxy S6,2016-07-28,2016-07-01,26,G920PVPS3CPG1,2015,4,2016,0.0,31.0
Sprint,Samsung,Galaxy S6,2017-11-13,2017-10-01,42,G925PVPS4DQJ1,2015,4,2017,15.0,473.0
Sprint,Samsung,Galaxy S6,2017-12-27,2017-12-01,25,G925PVPS4DQL2,2015,4,2017,1.0,44.0
Sprint,Samsung,Galaxy S6,2018-01-26,2018-01-01,24,G920PVPS4DRA2,2015,4,2018,0.0,30.0
Sprint,Samsung,Galaxy S6,2018-04-09,2018-03-01,38,G920PVPS4DRC2,2015,4,2018,1.0,73.0
Sprint,Samsung,Galaxy S6 Edge,2015-11-04,2015-11-01,2,G925PVPU3BOJ7,2015,4,2015,,
Sprint,Samsung,Galaxy S6 Edge,2016-04-19,2016-04-01,17,G925PVPS3CPD2,2015,4,2016,4.0,167.0
Sprint,Samsung,Galaxy S6 Edge,2016-05-19,2016-05-01,17,G925PVPU3CPD3,2015,4,2016,0.0,30.0
Sprint,Samsung,Galaxy S6 Edge,2016-06-27,2016-06-01,25,G925PVPU3CPF4,2015,4,2016,0.0,39.0
Sprint,Samsung,Galaxy S6 Edge,2016-07-28,2016-07-01,26,G925PVPS3CPG1,2015,4,2016,0.0,31.0
Sprint,Samsung,Galaxy S6 Edge,2017-06-26,2017-06-01,24,G925PVPS4DQF1,2015,4,2017,11.0,333.0
Sprint,Samsung,Galaxy S6 Edge,2017-11-13,2017-10-01,42,G925PVPS4DQJ1,2015,4,2017,3.0,140.0
Sprint,Samsung,Galaxy S6 Edge,2017-12-27,2017-12-01,25,G925PVPS4DQL2,2015,4,2017,1.0,44.0
Sprint,Samsung,Galaxy S6 Edge,2018-04-09,2018-03-01,38,G920PVPS4DRC2,2015,4,2018,2.0,103.0
Sprint,Samsung,Galaxy S6 Edge+,2015-12-07,2015-12-01,5,G928PVPS2AOK3,2015,8,2015,,
Sprint,Samsung,Galaxy S6 Edge+,2016-03-24,2016-03-01,22,PC3,2015,8,2016,2.0,108.0
Sprint,Samsung,Galaxy S6 Edge+,2016-04-19,2016-04-01,17,G928PVPS2BPD1,2015,8,2016,0.0,26.0
Sprint,Samsung,Galaxy S6 Edge+,2016-05-19,2016-05-01,17,G928PVPU2BPD2,2015,8,2016,0.0,30.0
Sprint,Samsung,Galaxy S6 Edge+,2016-07-27,2016-07-01,25,G928PVPE2BPG1,2015,8,2016,1.0,69.0
Sprint,Samsung,Galaxy S6 Edge+,2016-09-14,2016-09-01,12,G928PVPU2BPH9,2015,8,2016,1.0,49.0
Sprint,Samsung,Galaxy S6 Edge+,2017-06-28,2017-06-01,26,G928PVPS3DQF1,2015,8,2017,8.0,287.0
Sprint,Samsung,Galaxy S6 Edge+,2017-12-04,2017-11-01,32,G928PSPT3DQK1,2015,8,2017,4.0,159.0
Sprint,Samsung,Galaxy S6 Edge+,2018-07-23,2018-07-01,21,G928PVPS3DRG1,2015,8,2018,7.0,231.0
Sprint,Samsung,Galaxy S7,2016-06-27,2016-06-01,25,G930PVPU2APF2,2016,3,2016,,
Sprint,Samsung,Galaxy S7,2016-07-21,2016-07-01,19,G930PVPS2APG1,2016,3,2016,0.0,24.0
Sprint,Samsung,Galaxy S7,2016-09-14,2016-09-01,12,G930PVPU2APH7,2016,3,2016,1.0,55.0
Sprint,Samsung,Galaxy S7,2017-07-05,2017-06-01,33,G930PVPU4BQF3,2016,3,2017,8.0,294.0
Sprint,Samsung,Galaxy S7,2017-07-26,2017-07-01,24,G930PVPS4BQG1,2016,3,2017,0.0,21.0
Sprint,Samsung,Galaxy S7,2018-05-07,2018-03-01,66,G930PVPU6BRD2,2016,3,2018,7.0,285.0
Sprint,Samsung,Galaxy S7,2018-06-18,2018-06-01,16,G930PVPU6CRE7,2016,3,2018,2.0,42.0
Sprint,Samsung,Galaxy S7,2018-09-07,2018-08-01,36,G930PVPS7CRH2,2016,3,2018,1.0,81.0
Sprint,Samsung,Galaxy S7,2018-10-29,2018-10-01,27,G930PVPS8CRJ2,2016,3,2018,1.0,52.0
Sprint,Samsung,Galaxy S7,2018-11-26,2018-11-01,24,G930PVPS8CRK1,2016,3,2018,0.0,28.0
Sprint,Samsung,Galaxy S7,2018-12-20,2018-12-01,18,G930PSPT8CRK2,2016,3,2018,0.0,24.0
Sprint,Samsung,Galaxy S7,2019-01-24,2019-01-01,22,G930PSPT8CSA1,2016,3,2019,0.0,35.0
Sprint,Samsung,Galaxy S7,2019-02-25,2019-02-01,23,G930PVPS9CSB1,2016,3,2019,0.0,32.0
Sprint,Samsung,Galaxy S7,2019-04-26,2019-03-01,55,G930PVPS9CSD1,2016,3,2019,0.0,60.0
Sprint,Samsung,Galaxy S7,2019-11-18,2019-10-01,47,G930PVPUACSJ3,2016,3,2019,6.0,206.0
Sprint,Samsung,Galaxy S7 Edge,2016-06-27,2016-06-01,25,G935PVPU2APF2,2016,3,2016,,
Sprint,Samsung,Galaxy S7 Edge,2016-07-21,2016-07-01,19,G935PVPS2APG1,2016,3,2016,0.0,24.0
Sprint,Samsung,Galaxy S7 Edge,2017-05-03,2017-05-01,1,G930PVPU4BQD2,2016,3,2017,9.0,286.0
Sprint,Samsung,Galaxy S7 Edge,2017-11-13,2017-10-01,42,G935PVPU5BQJ3,2016,3,2017,4.0,194.0
Sprint,Samsung,Galaxy S7 Edge,2017-12-04,2017-11-01,32,G935PVPS5BQK1,2016,3,2017,0.0,21.0
Sprint,Samsung,Galaxy S7 Edge,2018-05-07,2018-03-01,66,G935PVPS5RD2,2016,3,2018,3.0,154.0
Sprint,Samsung,Galaxy S7 Edge,2018-06-18,2018-06-01,16,G935PVPU6CRE7,2016,3,2018,2.0,42.0
Sprint,Samsung,Galaxy S7 Edge,2018-09-07,2018-08-01,36,G935PVPS7CRH2,2016,3,2018,1.0,81.0
Sprint,Samsung,Galaxy S7 Edge,2018-10-29,2018-10-01,27,G935PVPS8CRJ2,2016,3,2018,1.0,52.0
Sprint,Samsung,Galaxy S7 Edge,2018-11-26,2018-11-01,24,G935PVPS8CRK1,2016,3,2018,0.0,28.0
Sprint,Samsung,Galaxy S7 Edge,2018-12-20,2018-12-01,18,G935PSPT8CRK2,2016,3,2018,0.0,24.0
Sprint,Samsung,Galaxy S7 Edge,2019-01-24,2019-01-01,22,G935PSPT8CSA1,2016,3,2019,0.0,35.0
Sprint,Samsung,Galaxy S7 Edge,2019-02-25,2019-02-01,23,G935PVPS9CSB1,2016,3,2019,0.0,32.0
Sprint,Samsung,Galaxy S7 Edge,2019-04-26,2019-03-01,55,G935PVPS9CSD1,2016,3,2019,0.0,60.0
Sprint,Samsung,Galaxy S7 Edge,2019-11-18,2019-10-01,47,G935PVPUACSJ3,2016,3,2019,6.0,206.0
Sprint,Samsung,Galaxy S8,2017-06-05,2017-06-01,3,G950USQU1QEF,2017,4,2017,,
Sprint,Samsung,Galaxy S8,2017-11-20,2017-10-01,49,G955USQU1AQJH,2017,4,2017,3.0,168.0
Sprint,Samsung,Galaxy S8,2018-05-24,2018-05-01,22,G950USQS3CRE2,2017,4,2018,6.0,185.0
Sprint,Samsung,Galaxy S8,2018-08-06,2018-07-01,35,G955USQU5CRG3,2017,4,2018,1.0,74.0
Sprint,Samsung,Galaxy S8,2018-12-03,2018-11-01,31,G950USQU5CRK1,2017,4,2018,3.0,119.0
Sprint,Samsung,Galaxy S8,2019-01-28,2019-01-01,26,G950USQU4CSA4,2017,4,2019,1.0,56.0
Sprint,Samsung,Galaxy S8,2019-04-19,2019-04-01,17,G950USQU5DSD3,2017,4,2019,2.0,81.0
Sprint,Samsung,Galaxy S8,2019-05-31,2019-05-01,29,G950USQS5DSE5,2017,4,2019,0.0,42.0
Sprint,Samsung,Galaxy S8 Active,2017-12-28,2017-12-01,26,G892USQS1AQL1,2017,8,2017,,
Sprint,Samsung,Galaxy S8 Active,2018-01-24,2018-01-01,22,G892USQS1ARA2,2017,8,2018,0.0,27.0
Sprint,Samsung,Galaxy S8 Active,2018-04-25,2018-04-01,23,G892USQS1BRD2,2017,8,2018,2.0,91.0
Sprint,Samsung,Galaxy S8 Active,2018-09-20,2018-09-01,18,G892USQU3BRI1,2017,8,2018,4.0,148.0
Sprint,Samsung,Galaxy S8 Active,2019-01-25,2019-01-01,23,G892USQS3BSA1,2017,8,2019,3.0,127.0
Sprint,Samsung,Galaxy S8 Active,2019-02-22,2019-02-01,20,G892USQS4BSB3,2017,8,2019,0.0,28.0
Sprint,Samsung,Galaxy S8 Active,2019-03-28,2019-03-01,26,G892USQS4BSC1,2017,8,2019,0.0,34.0
Sprint,Samsung,Galaxy S8 Active,2019-05-31,2019-04-01,59,G892USQS5BSE4,2017,8,2019,0.0,64.0
